"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_13262"			1582	886667	888248	"+"	"cystathionine beta-synthase"	28	"Pfam"	"TIGR01137"	"cysta_beta"	"cystathionine beta-synthase"
"PITG_13263"			1932	888366	890297	"+"	"vacuolar protein sorting-associated protein, putative"	28				
"PITG_13264"			1151	890240	891390	"-"	"conserved hypothetical protein"	28				
"PITG_13265"			1038	891751	892788	"-"	"adenosine kinase"	28				
"PITG_13265"			1038	891751	892788	"-"	"adenosine kinase"	28	"Pfam"	"PF00294.16"	"PfkB"	"pfkB family carbohydrate kinase"
"PITG_13266"			1239	893236	894474	"+"	"hypothetical protein"	28				
"PITG_13267"			1109	896169	897277	"-"	"conserved hypothetical protein"	28				
"PITG_13267"			1109	896169	897277	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_13268"			1512	897652	899163	"+"	"p21-activated protein kinase-interacting protein, putative"	28				
"PITG_13268"			1512	897652	899163	"+"	"p21-activated protein kinase-interacting protein, putative"	28	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_13269"			1039	899526	900564	"-"	"conserved hypothetical protein"	28				
"PITG_13270"			1738	901210	902947	"+"	"palmitoyltransferase, putative"	28				
"PITG_13270"			1738	901210	902947	"+"	"palmitoyltransferase, putative"	28	"Pfam"	"PF01529.12"	"zf-DHHC"	"DHHC zinc finger domain"
"PITG_13271"			366	903294	903659	"-"	"conserved hypothetical protein"	28				
"PITG_13272"			768	904799	905566	"+"	"conserved hypothetical protein"	28				
"PITG_13273"			3811	907671	911481	"-"	"conserved hypothetical protein"	28				
"PITG_13274"			558	914423	914980	"+"	"hypothetical protein"	28				
"PITG_13275"			954	914831	915784	"-"	"conserved hypothetical protein"	28				
"PITG_13275"			954	914831	915784	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF10032.1"	"Pho88"	"Phosphate transporter (Pho88)"
"PITG_13276"			1167	915956	917122	"+"	"conserved hypothetical protein"	28				
"PITG_13276"			1167	915956	917122	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00097.17"	"zf-C3HC4"	"Zinc finger, C3HC4 type (RING finger)"
"PITG_13277"			1592	917746	919337	"-"	"conserved hypothetical protein"	28				
"PITG_13281"			1175	926641	927815	"-"	"conserved hypothetical protein"	28				
"PITG_13281"			1175	926641	927815	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF10277.1"	"Frag1"	"Frag1/DRAM/Sfk1 family"
"PITG_13282"			4764	928058	932821	"-"	"ATP-binding Cassette (ABC) Superfamily"	28				
"PITG_13282"			4764	928058	932821	"-"	"ATP-binding Cassette (ABC) Superfamily"	28	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_13282"			4764	928058	932821	"-"	"ATP-binding Cassette (ABC) Superfamily"	28	"Pfam"	"PF01061.16"	"ABC2_membrane"	"ABC-2 type transporter"
"PITG_13283"			897	933292	934188	"-"	"ATP-binding Cassette (ABC) superfamily"	28				
"PITG_13283"			897	933292	934188	"-"	"ATP-binding Cassette (ABC) superfamily"	28	"Pfam"	"PF09335.3"	"SNARE_assoc"	"SNARE associated Golgi protein"
"PITG_13284"			1246	934570	935815	"+"	"conserved hypothetical protein"	28				
"PITG_13284"			1246	934570	935815	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF09409.2"	"PUB"	"PUB domain"
"PITG_13285"			1188	936879	938066	"+"	"hypothetical protein"	28				
"PITG_13286"			521	941008	941528	"-"	"conserved hypothetical protein"	28				
"PITG_13289"			1353	978863	980215	"+"	"thioredoxin-like protein"	28				
"PITG_13289"			1353	978863	980215	"+"	"thioredoxin-like protein"	28	"Pfam"	"PF00085.12"	"Thioredoxin"	"Thioredoxin"
"PITG_13290"			306	980259	980564	"+"	"conserved hypothetical protein"	28				
"PITG_13291"			891	980684	981574	"-"	"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase, putative"	28				
"PITG_13292"			243	983856	984098	"-"	"protease inhibitor Epi9"	28				
"PITG_13292"			243	983856	984098	"-"	"protease inhibitor Epi9"	28	"Pfam"	"PF00050.13"	"Kazal_1"	"Kazal-type serine protease inhibitor domain"
"PITG_13292"			243	983856	984098	"-"	"protease inhibitor Epi9"	28	"Pfam"	"PF07648.7"	"Kazal_2"	"Kazal-type serine protease inhibitor domain"
"PITG_13295"			1845	1025981	1027825	"-"	"hypothetical protein"	28				
"PITG_13296"			947	1031075	1032021	"+"	"aldose 1-epimerase, putative"	28				
"PITG_13296"			947	1031075	1032021	"+"	"aldose 1-epimerase, putative"	28	"Pfam"	"PF01263.12"	"Aldose_epim"	"Aldose 1-epimerase"
"PITG_13297"			1521	1034300	1035820	"+"	"conserved hypothetical protein"	28				
"PITG_13297"			1521	1034300	1035820	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF10263.1"	"SprT-like"	"Uncharacterized conserved protein (SprT-like)"
"PITG_13298"			2908	1036658	1039565	"+"	"conserved hypothetical protein"	28				
"PITG_13299"			1580	1039433	1041012	"-"	"conserved hypothetical protein"	28				
"PITG_13300"			1601	1041309	1042909	"-"	"RNA-binding protein NOB1"	28				
"PITG_13300"			1601	1041309	1042909	"-"	"RNA-binding protein NOB1"	28	"Pfam"	"PF00642.16"	"zf-CCCH"	"Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"PITG_13300"			1601	1041309	1042909	"-"	"RNA-binding protein NOB1"	28	"Pfam"	"PF08772.3"	"NOB1_Zn_bind"	"Nin one binding (NOB1) Zn-ribbon like"
"PITG_13301"			1999	1043254	1045252	"+"	"H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"	28				
"PITG_13301"			1999	1043254	1045252	"+"	"H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"	28	"Pfam"	"PF00006.17"	"ATP-synt_ab"	"ATP synthase alpha/beta family, nucleotide-binding domain"
"PITG_13301"			1999	1043254	1045252	"+"	"H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"	28	"Pfam"	"PF00306.19"	"ATP-synt_ab_C"	"ATP synthase alpha/beta chain, C terminal domain"
"PITG_13301"			1999	1043254	1045252	"+"	"H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"	28	"Pfam"	"PF02874.15"	"ATP-synt_ab_N"	"ATP synthase alpha/beta family, beta-barrel domain"
"PITG_13301"			1999	1043254	1045252	"+"	"H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"	28	"Pfam"	"TIGR01042"	"V-ATPase_V1_A"	"V-type ATPase, A subunit"
"PITG_13302"			2485	1045583	1048067	"+"	"calcineurin-like phosphoesterase"	28				
"PITG_13302"			2485	1045583	1048067	"+"	"calcineurin-like phosphoesterase"	28	"Pfam"	"PF00036.24"	"efhand"	"EF hand"
"PITG_13302"			2485	1045583	1048067	"+"	"calcineurin-like phosphoesterase"	28	"Pfam"	"PF00149.20"	"Metallophos"	"Calcineurin-like phosphoesterase"
"PITG_13303"			1686	1059792	1061477	"-"	"conserved hypothetical protein"	28				
"PITG_13303"			1686	1059792	1061477	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF10263.1"	"SprT-like"	"Uncharacterized conserved protein (SprT-like)"
"PITG_13304"			810	1062589	1063398	"-"	"conserved hypothetical protein"	28				
"PITG_13305"			903	1063938	1064840	"-"	"aldose 1-epimerase, putative"	28				
"PITG_13305"			903	1063938	1064840	"-"	"aldose 1-epimerase, putative"	28	"Pfam"	"PF01263.12"	"Aldose_epim"	"Aldose 1-epimerase"
"PITG_13306"			300	1067530	1067829	"+"	"secreted RxLR effector peptide, putative"	28				
"PITG_13307"			737	1068098	1068834	"-"	"conserved hypothetical protein"	28				
"PITG_13308"			881	1068961	1069841	"+"	"hypothetical protein"	28				
"PITG_13309"			1365	1070301	1071665	"-"	"conserved hypothetical protein"	28				
"PITG_13310"			504	1071905	1072408	"+"	"conserved hypothetical protein"	28				
"PITG_13311"			927	1072480	1073406	"+"	"conserved hypothetical protein"	28				
"PITG_13312"			1154	1073445	1074598	"-"	"40S ribosomal protein S25, putative"	28				
"PITG_13312"			1154	1073445	1074598	"-"	"40S ribosomal protein S25, putative"	28	"Pfam"	"PF03297.7"	"Ribosomal_S25"	"S25 ribosomal protein"
"PITG_13313"			1952	1074900	1076851	"+"	"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"	28				
"PITG_13313"			1952	1074900	1076851	"+"	"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"	28	"Pfam"	"PF00271.23"	"Helicase_C"	"Helicase conserved C-terminal domain"
"PITG_13313"			1952	1074900	1076851	"+"	"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"	28	"Pfam"	"PF04408.15"	"HA2"	"Helicase associated domain (HA2)"
"PITG_13314"			1006	1077144	1078149	"-"	"conserved hypothetical protein"	28				
"PITG_13314"			1006	1077144	1078149	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13315"			2370	1079333	1081702	"+"	"cGMP-dependent protein kinase, putative"	28				
"PITG_13315"			2370	1079333	1081702	"+"	"cGMP-dependent protein kinase, putative"	28	"Pfam"	"PF00027.21"	"cNMP_binding"	"Cyclic nucleotide-binding domain"
"PITG_13315"			2370	1079333	1081702	"+"	"cGMP-dependent protein kinase, putative"	28	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_13315"			2370	1079333	1081702	"+"	"cGMP-dependent protein kinase, putative"	28	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_13316"			1400	1081817	1083216	"-"	"conserved hypothetical protein"	28				
"PITG_13317"			1118	1084413	1085530	"+"	"conserved hypothetical protein"	28				
"PITG_13317"			1118	1084413	1085530	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13318"			1741	1085765	1087505	"-"	"conserved hypothetical protein"	28				
"PITG_13319"			3989	1088095	1092083	"+"	"myosin-like protein"	28				
"PITG_13319"			3989	1088095	1092083	"+"	"myosin-like protein"	28	"Pfam"	"PF00063.13"	"Myosin_head"	"Myosin head (motor domain)"
"PITG_13319"			3989	1088095	1092083	"+"	"myosin-like protein"	28	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_13320"			279	1092209	1092487	"+"	"conserved hypothetical protein"	28				
"PITG_13321"			1411	1092769	1094179	"+"	"conserved hypothetical protein"	28				
"PITG_13321"			1411	1092769	1094179	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00023.22"	"Ank"	"Ankyrin repeat"
"PITG_13322"			2382	1094514	1096895	"-"	"endo-1,3(4)-beta-glucanase, putative"	28				
"PITG_13322"			2382	1094514	1096895	"-"	"endo-1,3(4)-beta-glucanase, putative"	28	"Pfam"	"PF03639.5"	"Glyco_hydro_81"	"Glycosyl hydrolase family 81"
"PITG_13323"			651	1098146	1098796	"-"	"spore induced hypothetical protein"	28				
"PITG_13324"			1113	1099076	1100188	"+"	"conserved hypothetical protein"	28				
"PITG_13326"			1158	1116749	1117906	"-"	"conserved hypothetical protein"	28				
"PITG_13327"			852	1118347	1119198	"+"	"conserved hypothetical protein"	28				
"PITG_13328"			1181	1119634	1120814	"+"	"conserved hypothetical protein"	28				
"PITG_13329"			1147	1121740	1122886	"+"	"conserved hypothetical protein"	28				
"PITG_13330"			1095	1123743	1124837	"+"	"conserved hypothetical protein"	28				
"PITG_13331"			1224	1125787	1127010	"+"	"conserved hypothetical protein"	28				
"PITG_13332"			1086	1127949	1129034	"+"	"conserved hypothetical protein"	28				
"PITG_13333"			1080	1130035	1131114	"+"	"conserved hypothetical protein"	28				
"PITG_13334"			1255	1132042	1133296	"+"	"conserved hypothetical protein"	28				
"PITG_13335"			1147	1134149	1135295	"+"	"conserved hypothetical protein"	28				
"PITG_13336"			4864	1135735	1140598	"-"	"DNA2-like helicase"	28				
"PITG_13336"			4864	1135735	1140598	"-"	"DNA2-like helicase"	28	"Pfam"	"PF08696.3"	"Dna2"	"DNA replication factor Dna2"
"PITG_13337"			1459	1141370	1142828	"+"	"conserved hypothetical protein"	28				
"PITG_13340"			1773	1156424	1158196	"+"	"Folate-Biopterin Transporter (FBT) Family"	28				
"PITG_13341"			2285	1158439	1160723	"-"	"2,4-dienoyl-CoA reductase, mitochondrial precursor"	28				
"PITG_13341"			2285	1158439	1160723	"-"	"2,4-dienoyl-CoA reductase, mitochondrial precursor"	28	"Pfam"	"PF00106.17"	"adh_short"	"short chain dehydrogenase"
"PITG_13342"			930	1158482	1159411	"+"	"conserved hypothetical protein"	28				
"PITG_13342"			930	1158482	1159411	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_13344"			1380	1169586	1170965	"+"	"Cytochrome Oxidase Biogenesis (Oxa1) Family"	28				
"PITG_13345"			1800	1171318	1173117	"+"	"conserved hypothetical protein"	28				
"PITG_13345"			1800	1171318	1173117	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF05057.6"	"DUF676"	"Putative serine esterase (DUF676)"
"PITG_13346"			1176	1173416	1174591	"-"	"conserved hypothetical protein"	28				
"PITG_13347"			1463	1175161	1176623	"+"	"IMP-specific 5'-nucleotidase, putative"	28				
"PITG_13347"			1463	1175161	1176623	"+"	"IMP-specific 5'-nucleotidase, putative"	28	"Pfam"	"PF06437.3"	"ISN1"	"IMP-specific 5'-nucleotidase"
"PITG_13348"			2814	1176669	1179482	"-"	"putative RabGAP/TBC domain-containing protein"	28				
"PITG_13348"			2814	1176669	1179482	"-"	"putative RabGAP/TBC domain-containing protein"	28	"Pfam"	"PF00566.10"	"TBC"	"TBC domain"
"PITG_13349"			669	1191372	1192040	"+"	"conserved hypothetical protein"	28				
"PITG_13351"			737	1207951	1208687	"-"	"NPP1-like protein, pseudogene"	28				
"PITG_13353"			375	1216451	1216825	"+"	"hypothetical protein"	28				
"PITG_13354"			2571	1227243	1229813	"-"	"conserved hypothetical protein"	28				
"PITG_13355"			1068	1230600	1231667	"+"	"Rab11 family GTPase, putative"	28				
"PITG_13355"			1068	1230600	1231667	"+"	"Rab11 family GTPase, putative"	28	"Pfam"	"PF00071.14"	"Ras"	"Ras family"
"PITG_13355"			1068	1230600	1231667	"+"	"Rab11 family GTPase, putative"	28	"Pfam"	"PF08477.5"	"Miro"	"Miro-like protein"
"PITG_13355"			1068	1230600	1231667	"+"	"Rab11 family GTPase, putative"	28	"Pfam"	"TIGR00231"	"small_GTP"	"small GTP-binding protein domain"
"PITG_13358"			810	1267726	1268535	"-"	"conserved hypothetical protein"	28				
"PITG_13361"			1124	1415320	1416443	"+"	"conserved hypothetical protein"	28				
"PITG_13362"			7408	1556429	1563836	"+"	"microtubule-associated protein, putative"	28				
"PITG_13362"			7408	1556429	1563836	"+"	"microtubule-associated protein, putative"	28	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_13362"			7408	1556429	1563836	"+"	"microtubule-associated protein, putative"	28	"Pfam"	"PF03451.6"	"HELP"	"HELP motif"
"PITG_13364"			708	1565480	1566187	"+"	"conserved hypothetical protein"	28				
"PITG_13364"			708	1565480	1566187	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF03226.6"	"Yippee"	"Yippee putative zinc-binding protein"
"PITG_13365"			1707	1566216	1567922	"-"	"Poly(U)-binding-splicing factor PUF60, putative"	28				
"PITG_13365"			1707	1566216	1567922	"-"	"Poly(U)-binding-splicing factor PUF60, putative"	28	"Pfam"	"PF00076.14"	"RRM_1"	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PITG_13366"			3990	1568219	1572208	"-"	"conserved hypothetical protein"	28				
"PITG_13366"			3990	1568219	1572208	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_13367"			1462	1572892	1574353	"+"	"XRP2-like protein"	28				
"PITG_13367"			1462	1572892	1574353	"+"	"XRP2-like protein"	28	"Pfam"	"PF07986.4"	"TBCC"	"Tubulin binding cofactor C"
"PITG_13368"			1846	1581683	1583528	"+"	"cyclin-like protein"	28				
"PITG_13368"			1846	1581683	1583528	"+"	"cyclin-like protein"	28	"Pfam"	"PF00134.15"	"Cyclin_N"	"Cyclin, N-terminal domain"
"PITG_13368"			1846	1581683	1583528	"+"	"cyclin-like protein"	28	"Pfam"	"PF02984.11"	"Cyclin_C"	"Cyclin, C-terminal domain"
"PITG_13370"			1551	1586283	1587833	"+"	"conserved hypothetical protein"	28				
"PITG_13370"			1551	1586283	1587833	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00226.23"	"DnaJ"	"DnaJ domain"
"PITG_13370"			1551	1586283	1587833	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00684.11"	"DnaJ_CXXCXGXG"	"DnaJ central domain (4 repeats)"
"PITG_13370"			1551	1586283	1587833	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF01556.10"	"DnaJ_C"	"DnaJ C terminal region"
"PITG_13371"			762	1588086	1588847	"-"	"60S ribosomal protein L31, putative"	28				
"PITG_13371"			762	1588086	1588847	"-"	"60S ribosomal protein L31, putative"	28	"Pfam"	"PF01198.11"	"Ribosomal_L31e"	"Ribosomal protein L31e"
"PITG_13372"			845	1589919	1590763	"+"	"conserved hypothetical protein"	28				
"PITG_13372"			845	1589919	1590763	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13373"			1037	1591317	1592353	"+"	"conserved hypothetical protein"	28				
"PITG_13373"			1037	1591317	1592353	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13374"			564	1592820	1593383	"+"	"conserved hypothetical protein"	28				
"PITG_13375"			657	1593686	1594342	"+"	"conserved hypothetical protein"	28				
"PITG_13375"			657	1593686	1594342	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13376"			1462	1597503	1598964	"+"	"conserved hypothetical protein"	28				
"PITG_13376"			1462	1597503	1598964	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13377"			2003	1599419	1601421	"+"	"conserved hypothetical protein"	28				
"PITG_13377"			2003	1599419	1601421	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_13378"			309	1614191	1614499	"+"	"conserved hypothetical protein"	28				
"PITG_13379"			1782	1618696	1620477	"-"	"conserved hypothetical protein"	28				
"PITG_13379"			1782	1618696	1620477	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00621.12"	"RhoGEF"	"RhoGEF domain"
"PITG_13380"			1752	1621000	1622751	"+"	"guanine nucleotide-binding protein-like 3"	28				
"PITG_13380"			1752	1621000	1622751	"+"	"guanine nucleotide-binding protein-like 3"	28	"Pfam"	"PF01926.15"	"MMR_HSR1"	"GTPase of unknown function"
"PITG_13381"			1234	1622941	1624174	"-"	"conserved hypothetical protein"	28				
"PITG_13382"			1221	1626163	1627383	"-"	"conserved hypothetical protein"	28				
"PITG_13383"			967	1628060	1629026	"-"	"glycoprotein elicitor-like protein"	28				
"PITG_13384"			556	1633885	1634440	"-"	"conserved hypothetical protein"	28				
"PITG_13386"			1314	1648855	1650168	"+"	"conserved hypothetical protein"	28				
"PITG_13386"			1314	1648855	1650168	"+"	"conserved hypothetical protein"	28	"Pfam"	"PF01412.10"	"ArfGap"	"Putative GTPase activating protein for Arf"
"PITG_13387"			898	1650214	1651111	"-"	"conserved hypothetical protein"	28				
"PITG_13388"			1087	1651910	1652996	"+"	"conserved hypothetical protein"	28				
"PITG_13389"			962	1653417	1654378	"-"	"conserved hypothetical protein"	28				
"PITG_13389"			962	1653417	1654378	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00023.22"	"Ank"	"Ankyrin repeat"
"PITG_13390"			1345	1654576	1655920	"-"	"conserved hypothetical protein"	28				
"PITG_13390"			1345	1654576	1655920	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF04727.5"	"ELMO_CED12"	"ELMO/CED-12 family"
"PITG_13391"			1404	1655977	1657380	"-"	"trans-acting enoyl reductase, putative"	28				
"PITG_13391"			1404	1655977	1657380	"-"	"trans-acting enoyl reductase, putative"	28	"Pfam"	"PF03435.10"	"Saccharop_dh"	"Saccharopine dehydrogenase"
"PITG_13392"			677	1659828	1660504	"-"	"conserved hypothetical protein"	28				
"PITG_13392"			677	1659828	1660504	"-"	"conserved hypothetical protein"	28	"Pfam"	"PF00462.16"	"Glutaredoxin"	"Glutaredoxin"
"PITG_13392"			677	1659828	1660504	"-"	"conserved hypothetical protein"	28	"Pfam"	"TIGR02180"	"GRX_euk"	"Glutaredoxin"
"PITG_13393"			1978	1660702	1662679	"+"	"RNA-binding protein, putative"	28				
"PITG_13394"			1036	1664784	1665819	"-"	"conserved hypothetical protein"	28				
"PITG_13395"			5061	1693386	1698446	"+"	"P-type ATPase (P-ATPase) Superfamily"	28				
"PITG_13395"			5061	1693386	1698446	"+"	"P-type ATPase (P-ATPase) Superfamily"	28	"Pfam"	"PF00122.12"	"E1-E2_ATPase"	"E1-E2 ATPase"
"PITG_13395"			5061	1693386	1698446	"+"	"P-type ATPase (P-ATPase) Superfamily"	28	"Pfam"	"TIGR01494"	"ATPase_P-type"	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"PITG_13395"			5061	1693386	1698446	"+"	"P-type ATPase (P-ATPase) Superfamily"	28	"Pfam"	"TIGR01652"	"ATPase-Plipid"	"phospholipid-translocating P-type ATPase, flippase"
"PITG_13396"			587	1698586	1699172	"-"	"conserved hypothetical protein"	28				
"PITG_13397"			2544	1700075	1702618	"-"	"protein kinase, putative"	28				
"PITG_13397"			2544	1700075	1702618	"-"	"protein kinase, putative"	28	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
